sequence,frame_range,file_path,final_event_type,confidence,window_count,total_weight,sequence_event_type,EMPTY_D_TH,V_OK,score_sum,sequence_event_feats,"weights(a,b,c)"
08,001000_001300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001000_001300\08_f1000_1300\final_event_scorevote.txt,Normal,0.921,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 773.8053042269312, 'Congestion': 66.19469577306882}","{'density_mean': 0.4954086244106293, 'speed_mean': 7.7079596519470215, 'occupancy_mean': 0.006580452434718609, 'ego_motion': 0.14194127917289734, 'static_dwell_norm': 0.7288793325424194, 'static_change_focus': 0.14194127917289734, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9035812616348267, 'speed_reliable_ratio': 0.9504132231404959, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001100_001400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001100_001400\08_f1100_1400\final_event_scorevote.txt,Normal,0.918,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 770.9351546047255, 'Congestion': 69.06484539527446}","{'density_mean': 0.49556732177734375, 'speed_mean': 7.583432674407959, 'occupancy_mean': 0.006772637367248535, 'ego_motion': 0.13579732179641724, 'static_dwell_norm': 0.7973734140396118, 'static_change_focus': 0.13579732179641724, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9627659320831299, 'speed_reliable_ratio': 0.949468085106383, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001200_001500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001200_001500\08_f1200_1500\final_event_scorevote.txt,Normal,0.909,28.0,840.0,Normal,0.03,6.0,"{'Empty': 2.500004544854164, 'Normal': 765.5988022461534, 'Congestion': 74.40119775384665}","{'density_mean': 0.4618600010871887, 'speed_mean': 6.224626541137695, 'occupancy_mean': 0.006394566968083382, 'ego_motion': 0.13519206643104553, 'static_dwell_norm': 0.8116207122802734, 'static_change_focus': 0.13519206643104553, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8605015277862549, 'speed_reliable_ratio': 0.9592476489028213, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001300_001600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001300_001600\08_f1300_1600\final_event_scorevote.txt,Normal,0.791,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 120.00000745523721, 'Normal': 674.5243824543431, 'Congestion': 57.84889468469191}","{'density_mean': 0.41533783078193665, 'speed_mean': 5.658568382263184, 'occupancy_mean': 0.005426103714853525, 'ego_motion': 0.14027316868305206, 'static_dwell_norm': 0.8537329435348511, 'static_change_focus': 0.14027316868305206, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.5808656215667725, 'speed_reliable_ratio': 0.9567198177676538, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001400_001700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001400_001700\08_f1400_1700\final_event_scorevote.txt,Normal,0.749,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 152.50000909436494, 'Normal': 655.8657202580944, 'Congestion': 67.09772044338752}","{'density_mean': 0.41871342062950134, 'speed_mean': 5.293797969818115, 'occupancy_mean': 0.005723610986024141, 'ego_motion': 0.11645278334617615, 'static_dwell_norm': 0.7299568057060242, 'static_change_focus': 0.11645278334617615, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.6561403274536133, 'speed_reliable_ratio': 0.9508771929824561, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001500_001800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001500_001800\08_f1500_1800\final_event_scorevote.txt,Normal,0.72,28.0,840.0,Normal,0.03,6.0,"{'Empty': 190.0000047357753, 'Normal': 629.2601731745526, 'Congestion': 54.926268102717586}","{'density_mean': 0.4562647342681885, 'speed_mean': 10.37706184387207, 'occupancy_mean': 0.006373553536832333, 'ego_motion': 0.13407064974308014, 'static_dwell_norm': 0.7469954490661621, 'static_change_focus': 0.13407064974308014, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8156027793884277, 'speed_reliable_ratio': 0.9361702127659575, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001600_001900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001600_001900\08_f1600_1900\final_event_scorevote.txt,Normal,0.86,28.0,840.0,Normal,0.03,6.0,"{'Empty': 67.50000964850186, 'Normal': 735.4397534560412, 'Congestion': 51.74840727914125}","{'density_mean': 0.4266190826892853, 'speed_mean': 9.567684173583984, 'occupancy_mean': 0.005181776825338602, 'ego_motion': 0.1299324780702591, 'static_dwell_norm': 0.6884045004844666, 'static_change_focus': 0.1299324780702591, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.4848484992980957, 'speed_reliable_ratio': 0.9500891265597148, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001700_002000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001700_002000\08_f1700_2000\final_event_scorevote.txt,Normal,0.851,28.0,840.0,Normal,0.03,6.0,"{'Empty': 45.00000353902578, 'Normal': 715.9124823883176, 'Congestion': 80.68551478441805}","{'density_mean': 0.4651385247707367, 'speed_mean': 8.097307205200195, 'occupancy_mean': 0.005787774920463562, 'ego_motion': 0.10763684660196304, 'static_dwell_norm': 0.6926157474517822, 'static_change_focus': 0.10763684660196304, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.6676217317581177, 'speed_reliable_ratio': 0.9555873925501432, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001800_002100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001800_002100\08_f1800_2100\final_event_scorevote.txt,Normal,0.898,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 754.5675717210397, 'Congestion': 85.43242827896029}","{'density_mean': 0.4839029014110565, 'speed_mean': 6.71281099319458, 'occupancy_mean': 0.006303900387138128, 'ego_motion': 0.09148000925779343, 'static_dwell_norm': 0.7709296941757202, 'static_change_focus': 0.09148000925779343, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8365527391433716, 'speed_reliable_ratio': 0.9687964338781575, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,001900_002200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\001900_002200\08_f1900_2200\final_event_scorevote.txt,Normal,0.884,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 0.0, 'Normal': 742.1439501224086, 'Congestion': 97.85604987759143}","{'density_mean': 0.45163071155548096, 'speed_mean': 5.6754937171936035, 'occupancy_mean': 0.0068649002350866795, 'ego_motion': 0.10139447450637817, 'static_dwell_norm': 0.785717785358429, 'static_change_focus': 0.10139447450637817, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.003316640853882, 'speed_reliable_ratio': 0.9684908789386402, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002000_002300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002000_002300\08_f2000_2300\final_event_scorevote.txt,Normal,0.89,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 747.3771075652912, 'Congestion': 92.62289243470877}","{'density_mean': 0.5298701524734497, 'speed_mean': 6.157918453216553, 'occupancy_mean': 0.010458644479513168, 'ego_motion': 0.11123094707727432, 'static_dwell_norm': 0.745286226272583, 'static_change_focus': 0.11123094707727432, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 3.085714340209961, 'speed_reliable_ratio': 0.9714285714285714, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002100_002400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002100_002400\08_f2100_2400\final_event_scorevote.txt,Normal,0.877,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 736.7641872642562, 'Congestion': 103.23581273574382}","{'density_mean': 0.5383598208427429, 'speed_mean': 6.1261982917785645, 'occupancy_mean': 0.009498760104179382, 'ego_motion': 0.10963454842567444, 'static_dwell_norm': 0.7617229223251343, 'static_change_focus': 0.10963454842567444, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.779761791229248, 'speed_reliable_ratio': 0.9662698412698413, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002200_002500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002200_002500\08_f2200_2500\final_event_scorevote.txt,Normal,0.888,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 746.1062374433968, 'Congestion': 93.89376255660318}","{'density_mean': 0.5113691687583923, 'speed_mean': 6.47526216506958, 'occupancy_mean': 0.00888668093830347, 'ego_motion': 0.11016968637704849, 'static_dwell_norm': 0.7398926615715027, 'static_change_focus': 0.11016968637704849, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.58780837059021, 'speed_reliable_ratio': 0.9666182873730044, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002300_002600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002300_002600\08_f2300_2600\final_event_scorevote.txt,Normal,0.881,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 740.3034444025252, 'Congestion': 99.6965555974748}","{'density_mean': 0.5268703699111938, 'speed_mean': 6.593089580535889, 'occupancy_mean': 0.007803282700479031, 'ego_motion': 0.11503322422504425, 'static_dwell_norm': 0.6233552694320679, 'static_change_focus': 0.11503322422504425, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.2665963172912598, 'speed_reliable_ratio': 0.9578503688092729, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002400_002700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002400_002700\08_f2400_2700\final_event_scorevote.txt,Normal,0.881,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 740.4592708109412, 'Congestion': 99.54072918905877}","{'density_mean': 0.5267093777656555, 'speed_mean': 7.432647228240967, 'occupancy_mean': 0.007723541930317879, 'ego_motion': 0.1331619918346405, 'static_dwell_norm': 0.6132591366767883, 'static_change_focus': 0.1331619918346405, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.247863292694092, 'speed_reliable_ratio': 0.9594017094017094, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002500_002800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002500_002800\08_f2500_2800\final_event_scorevote.txt,Normal,0.894,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 751.2309816945344, 'Congestion': 88.76901830546558}","{'density_mean': 0.5595902800559998, 'speed_mean': 9.747448921203613, 'occupancy_mean': 0.009646615944802761, 'ego_motion': 0.16647499799728394, 'static_dwell_norm': 0.7053166627883911, 'static_change_focus': 0.16647499799728394, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.7877094745635986, 'speed_reliable_ratio': 0.9497206703910615, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002600_002900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002600_002900\08_f2600_2900\final_event_scorevote.txt,Normal,0.921,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 773.9630936421454, 'Congestion': 66.0369063578546}","{'density_mean': 0.6293333172798157, 'speed_mean': 10.20362663269043, 'occupancy_mean': 0.011289037764072418, 'ego_motion': 0.1846010982990265, 'static_dwell_norm': 0.6803098320960999, 'static_change_focus': 0.1846010982990265, 'occlusion_score': 0.0, 'congestion_score': 1.0, 'speed_samples_mean': 3.25600004196167, 'speed_reliable_ratio': 0.952, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002700_003000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002700_003000\08_f2700_3000\final_event_scorevote.txt,Normal,0.932,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 782.6589427138679, 'Congestion': 57.34105728613213}","{'density_mean': 0.6213333606719971, 'speed_mean': 9.829917907714844, 'occupancy_mean': 0.010857143439352512, 'ego_motion': 0.17968614399433136, 'static_dwell_norm': 0.6656014919281006, 'static_change_focus': 0.17968614399433136, 'occlusion_score': 0.0, 'congestion_score': 1.0, 'speed_samples_mean': 3.125999927520752, 'speed_reliable_ratio': 0.95, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002800_003100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002800_003100\08_f2800_3100\final_event_scorevote.txt,Normal,0.942,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 791.6330848387443, 'Congestion': 48.36691516125575}","{'density_mean': 0.5308441519737244, 'speed_mean': 8.137613296508789, 'occupancy_mean': 0.007388790138065815, 'ego_motion': 0.14058515429496765, 'static_dwell_norm': 0.7091009616851807, 'static_change_focus': 0.14058515429496765, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.142857074737549, 'speed_reliable_ratio': 0.9496753246753247, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,002900_003200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\002900_003200\08_f2900_3200\final_event_scorevote.txt,Normal,0.944,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 793.0796989691444, 'Congestion': 46.920301030855626}","{'density_mean': 0.5275862216949463, 'speed_mean': 7.473747730255127, 'occupancy_mean': 0.007177225314080715, 'ego_motion': 0.09856036305427551, 'static_dwell_norm': 0.8219513297080994, 'static_change_focus': 0.09856036305427551, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0896551609039307, 'speed_reliable_ratio': 0.9551724137931035, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003000_003300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003000_003300\08_f3000_3300\final_event_scorevote.txt,Normal,0.949,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 797.0927182137966, 'Congestion': 42.907281786203384}","{'density_mean': 0.5912614464759827, 'speed_mean': 8.192530632019043, 'occupancy_mean': 0.00831618346273899, 'ego_motion': 0.07277961820363998, 'static_dwell_norm': 0.9113405346870422, 'static_change_focus': 0.07277961820363998, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.42283296585083, 'speed_reliable_ratio': 0.9661733615221987, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003100_003400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003100_003400\08_f3100_3400\final_event_scorevote.txt,Normal,0.934,28.0,840.0,Normal,0.03,6.0,"{'Empty': 9.999997392296788, 'Normal': 793.6372297666967, 'Congestion': 46.148326294496655}","{'density_mean': 0.6184210777282715, 'speed_mean': 8.69490909576416, 'occupancy_mean': 0.008664101362228394, 'ego_motion': 0.07434380054473877, 'static_dwell_norm': 0.9008830785751343, 'static_change_focus': 0.07434380054473877, 'occlusion_score': 2.0, 'congestion_score': 1.0, 'speed_samples_mean': 2.521052598953247, 'speed_reliable_ratio': 0.9605263157894737, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003200_003500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003200_003500\08_f3200_3500\final_event_scorevote.txt,Normal,0.905,28.0,840.0,Normal,0.03,6.0,"{'Empty': 9.999997392296788, 'Normal': 768.8497247146443, 'Congestion': 70.9358313465491}","{'density_mean': 0.5560747385025024, 'speed_mean': 8.721429824829102, 'occupancy_mean': 0.00721116503700614, 'ego_motion': 0.10516144335269928, 'static_dwell_norm': 0.879058837890625, 'static_change_focus': 0.10516144335269928, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.1028037071228027, 'speed_reliable_ratio': 0.9626168224299065, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003300_003600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003300_003600\08_f3300_3600\final_event_scorevote.txt,Normal,0.897,28.0,840.0,Normal,0.03,6.0,"{'Empty': 9.999997392296788, 'Normal': 762.5705599966459, 'Congestion': 77.21499606454745}","{'density_mean': 0.5437158346176147, 'speed_mean': 8.955795288085938, 'occupancy_mean': 0.010220938362181187, 'ego_motion': 0.10266432166099548, 'static_dwell_norm': 0.8420820832252502, 'static_change_focus': 0.10266432166099548, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.9590163230895996, 'speed_reliable_ratio': 0.9562841530054644, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003400_003700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003400_003700\08_f3400_3700\final_event_scorevote.txt,Normal,0.926,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 777.6542954700999, 'Congestion': 62.345704529900104}","{'density_mean': 0.6276150345802307, 'speed_mean': 8.823540687561035, 'occupancy_mean': 0.01886320859193802, 'ego_motion': 0.10305475443601608, 'static_dwell_norm': 0.8076157569885254, 'static_change_focus': 0.10305475443601608, 'occlusion_score': 0.0, 'congestion_score': 1.0, 'speed_samples_mean': 5.4937238693237305, 'speed_reliable_ratio': 0.9539748953974896, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003500_003800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003500_003800\08_f3500_3800\final_event_scorevote.txt,Normal,0.917,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 770.1317827035673, 'Congestion': 69.8682172964327}","{'density_mean': 0.6336996555328369, 'speed_mean': 8.956955909729004, 'occupancy_mean': 0.016112348064780235, 'ego_motion': 0.11088039726018906, 'static_dwell_norm': 0.8335655331611633, 'static_change_focus': 0.11088039726018906, 'occlusion_score': 0.0, 'congestion_score': 1.0, 'speed_samples_mean': 4.67399263381958, 'speed_reliable_ratio': 0.945054945054945, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003600_003900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003600_003900\08_f3600_3900\final_event_scorevote.txt,Normal,0.918,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 770.7880479663145, 'Congestion': 69.21195203368552}","{'density_mean': 0.5568096041679382, 'speed_mean': 9.332209587097168, 'occupancy_mean': 0.009936779737472534, 'ego_motion': 0.1407943069934845, 'static_dwell_norm': 0.7710020542144775, 'static_change_focus': 0.1407943069934845, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.8600451946258545, 'speed_reliable_ratio': 0.9322799097065463, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003700_004000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003700_004000\08_f3700_4000\final_event_scorevote.txt,Normal,0.905,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 760.0372379247565, 'Congestion': 79.96276207524352}","{'density_mean': 0.49488747119903564, 'speed_mean': 9.753758430480957, 'occupancy_mean': 0.007352790795266628, 'ego_motion': 0.17244404554367065, 'static_dwell_norm': 0.7329565286636353, 'static_change_focus': 0.17244404554367065, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.110429525375366, 'speed_reliable_ratio': 0.9447852760736196, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
08,003800_004070,D:\연구실\new_hitmap_ver\src\out_bev_ranges\08\003800_004070\08_f3800_4070\final_event_scorevote.txt,Normal,0.872,25.0,750.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 653.6267522249836, 'Congestion': 96.37324777501635}","{'density_mean': 0.4759906530380249, 'speed_mean': 9.484343528747559, 'occupancy_mean': 0.006974420510232449, 'ego_motion': 0.1417352706193924, 'static_dwell_norm': 0.6508477926254272, 'static_change_focus': 0.1417352706193924, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.005594491958618, 'speed_reliable_ratio': 0.9538461538461539, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000000_000300\09_f0000_0300\final_event_scorevote.txt,Empty,0.868,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 732.499998062849, 'Normal': 102.25892897695303, 'Congestion': 9.03863113000989}","{'density_mean': 0.33333325386047363, 'speed_mean': 5.401022911071777, 'occupancy_mean': 0.004451827146112919, 'ego_motion': 0.06788671761751175, 'static_dwell_norm': 0.7986786365509033, 'static_change_focus': 0.06788671761751175, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.2799999713897705, 'speed_reliable_ratio': 0.95, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000100_000400\09_f0100_0400\final_event_scorevote.txt,Empty,0.716,28.0,840.0,Normal,0.03,6.0,"{'Empty': 601.6666667954996, 'Normal': 230.80833367537707, 'Congestion': 7.949999527190812}","{'density_mean': 0.37777775526046753, 'speed_mean': 9.19249153137207, 'occupancy_mean': 0.003891789121553302, 'ego_motion': 0.0722372755408287, 'static_dwell_norm': 0.8294687271118164, 'static_change_focus': 0.0722372755408287, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.1190476417541504, 'speed_reliable_ratio': 0.9523809523809523, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000200_000500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000200_000500\09_f0200_0500\final_event_scorevote.txt,Normal,0.618,28.0,840.0,Normal,0.03,6.0,"{'Empty': 301.6666667954996, 'Normal': 519.2247625142336, 'Congestion': 19.533570688334294}","{'density_mean': 0.4430379867553711, 'speed_mean': 9.455087661743164, 'occupancy_mean': 0.004642751533538103, 'ego_motion': 0.09422355145215988, 'static_dwell_norm': 0.8370379209518433, 'static_change_focus': 0.09422355145215988, 'occlusion_score': 2.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.336708903312683, 'speed_reliable_ratio': 0.9493670886075949, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 1.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000300_000600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000300_000600\09_f0300_0600\final_event_scorevote.txt,Normal,0.936,28.0,840.0,Normal,0.03,6.0,"{'Empty': 10.000000447034834, 'Normal': 786.7552203426603, 'Congestion': 43.54477920359932}","{'density_mean': 0.4945652186870575, 'speed_mean': 9.87363338470459, 'occupancy_mean': 0.005538602825254202, 'ego_motion': 0.14209535717964172, 'static_dwell_norm': 0.8656880855560303, 'static_change_focus': 0.14209535717964172, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.59646737575531, 'speed_reliable_ratio': 0.9565217391304348, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000400_000700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000400_000700\09_f0400_0700\final_event_scorevote.txt,Normal,0.938,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 787.7354049982969, 'Congestion': 52.26459500170313}","{'density_mean': 0.47939667105674744, 'speed_mean': 9.420351028442383, 'occupancy_mean': 0.005518763326108456, 'ego_motion': 0.15303966403007507, 'static_dwell_norm': 0.8449060916900635, 'static_change_focus': 0.15303966403007507, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.5860927104949951, 'speed_reliable_ratio': 0.9492273730684326, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
09,000500_000800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\09\000500_000800\09_f0500_0800\final_event_scorevote.txt,Normal,0.93,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 780.9689763367642, 'Congestion': 59.03102366323583}","{'density_mean': 0.4913554787635803, 'speed_mean': 10.173395156860352, 'occupancy_mean': 0.005782936234027147, 'ego_motion': 0.14913009107112885, 'static_dwell_norm': 0.8594064116477966, 'static_change_focus': 0.14913009107112885, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.658713698387146, 'speed_reliable_ratio': 0.9481327800829875, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
