sequence,frame_range,file_path,final_event_type,confidence,window_count,total_weight,sequence_event_type,EMPTY_D_TH,V_OK,score_sum,sequence_event_feats,"weights(a,b,c)"
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\00_f0000_0300\final_event_scorevote.txt,Normal,0.898,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 754.0165294578765, 'Congestion': 85.98347054212354}","{'density_mean': 0.5421880483627319, 'speed_mean': 7.606082916259766, 'occupancy_mean': 0.007255250588059425, 'ego_motion': 0.13153846561908722, 'static_dwell_norm': 0.75791996717453, 'static_change_focus': 0.13153846561908722, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.1068334579467773, 'speed_reliable_ratio': 0.9595765158806545, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000000_000300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000000_000300\final_event_scorevote.txt,Normal,0.803,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 674.7165302059148, 'Congestion': 165.28346979408525}","{'density_mean': 1.0, 'speed_mean': 7.606082916259766, 'occupancy_mean': 0.007255250588059425, 'ego_motion': 0.13153846561908722, 'static_dwell_norm': 0.75791996717453, 'static_change_focus': 0.13153846561908722, 'occlusion_score': 0.0, 'congestion_score': 1.0, 'speed_samples_mean': 2.1068334579467773, 'speed_reliable_ratio': 0.9595765158806545, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000100_000400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000100_000400\00_f0100_0400\final_event_scorevote.txt,Normal,0.916,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 769.4415049692616, 'Congestion': 70.55849503073841}","{'density_mean': 0.48995983600616455, 'speed_mean': 7.111606597900391, 'occupancy_mean': 0.006553546525537968, 'ego_motion': 0.11898528039455414, 'static_dwell_norm': 0.7667057514190674, 'static_change_focus': 0.11898528039455414, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9047096967697144, 'speed_reliable_ratio': 0.963855421686747, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000200_000500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000200_000500\00_f0200_0500\final_event_scorevote.txt,Normal,0.909,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 763.903284673579, 'Congestion': 76.09671532642096}","{'density_mean': 0.5144144296646118, 'speed_mean': 7.516615867614746, 'occupancy_mean': 0.007748944219201803, 'ego_motion': 0.12774622440338135, 'static_dwell_norm': 0.7408024072647095, 'static_change_focus': 0.12774622440338135, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.2594594955444336, 'speed_reliable_ratio': 0.9581081081081081, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000300_000600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000300_000600\00_f0300_0600\final_event_scorevote.txt,Normal,0.844,28.0,840.0,Unknown,0.03,6.0,"{'Empty': 0.0, 'Normal': 709.3675713445991, 'Congestion': 130.63242865540087}","{'density_mean': 0.4757835268974304, 'speed_mean': 5.980890274047852, 'occupancy_mean': 0.007790981326252222, 'ego_motion': 0.10399933159351349, 'static_dwell_norm': 0.7050632834434509, 'static_change_focus': 0.10399933159351349, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.270299196243286, 'speed_reliable_ratio': 0.9551282051282052, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000400_000700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000400_000700\00_f0400_0700\final_event_scorevote.txt,Normal,0.819,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 688.0116077056155, 'Congestion': 151.98839229438454}","{'density_mean': 0.5307376980781555, 'speed_mean': 7.629596710205078, 'occupancy_mean': 0.009857850149273872, 'ego_motion': 0.11789759248495102, 'static_dwell_norm': 0.6717687249183655, 'static_change_focus': 0.11789759248495102, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.865778684616089, 'speed_reliable_ratio': 0.9579918032786885, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000500_000800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000500_000800\00_f0500_0800\final_event_scorevote.txt,Normal,0.822,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 690.2149674799293, 'Congestion': 149.78503252007067}","{'density_mean': 0.5286645889282227, 'speed_mean': 7.534627914428711, 'occupancy_mean': 0.009874396957457066, 'ego_motion': 0.12488286942243576, 'static_dwell_norm': 0.6212278604507446, 'static_change_focus': 0.12488286942243576, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.866117477416992, 'speed_reliable_ratio': 0.9536560247167868, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000600_000900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000600_000900\00_f0600_0900\final_event_scorevote.txt,Normal,0.906,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 760.8281670450233, 'Congestion': 79.17183295497671}","{'density_mean': 0.5760473012924194, 'speed_mean': 8.60611343383789, 'occupancy_mean': 0.009894158691167831, 'ego_motion': 0.13768674433231354, 'static_dwell_norm': 0.7599918842315674, 'static_change_focus': 0.13768674433231354, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.8606557846069336, 'speed_reliable_ratio': 0.9453551912568307, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000700_001000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000700_001000\00_f0700_1000\final_event_scorevote.txt,Normal,0.933,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 783.6482219165191, 'Congestion': 56.351778083480895}","{'density_mean': 0.4875411093235016, 'speed_mean': 7.519115924835205, 'occupancy_mean': 0.006691375747323036, 'ego_motion': 0.12121986597776413, 'static_dwell_norm': 0.7381581664085388, 'static_change_focus': 0.12121986597776413, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.939351201057434, 'speed_reliable_ratio': 0.9590973201692524, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000800_001100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000800_001100\00_f0800_1100\final_event_scorevote.txt,Normal,0.932,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 782.6180978945922, 'Congestion': 57.38190210540779}","{'density_mean': 0.5163690447807312, 'speed_mean': 8.570718765258789, 'occupancy_mean': 0.007776656188070774, 'ego_motion': 0.16851721704006195, 'static_dwell_norm': 0.8005178570747375, 'static_change_focus': 0.16851721704006195, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.251488208770752, 'speed_reliable_ratio': 0.9494047619047619, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,000900_001200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\000900_001200\00_f0900_1200\final_event_scorevote.txt,Normal,0.93,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 781.1830481265206, 'Congestion': 58.81695187347941}","{'density_mean': 0.5008865594863892, 'speed_mean': 8.642789840698242, 'occupancy_mean': 0.007112815044820309, 'ego_motion': 0.19330301880836487, 'static_dwell_norm': 0.7571443319320679, 'static_change_focus': 0.19330301880836487, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0638298988342285, 'speed_reliable_ratio': 0.9627659574468085, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001000_001300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001000_001300\00_f1000_1300\final_event_scorevote.txt,Normal,0.914,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 767.7998043468688, 'Congestion': 72.20019565313123}","{'density_mean': 0.4847176969051361, 'speed_mean': 8.120189666748047, 'occupancy_mean': 0.006719779688864946, 'ego_motion': 0.16083142161369324, 'static_dwell_norm': 0.7108842730522156, 'static_change_focus': 0.16083142161369324, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9557713270187378, 'speed_reliable_ratio': 0.9622437971952535, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001100_001400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001100_001400\00_f1100_1400\final_event_scorevote.txt,Normal,0.899,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 754.8653295286931, 'Congestion': 85.13467047130689}","{'density_mean': 0.47116324305534363, 'speed_mean': 6.418137550354004, 'occupancy_mean': 0.006527605000883341, 'ego_motion': 0.1226799488067627, 'static_dwell_norm': 0.7257182598114014, 'static_change_focus': 0.1226799488067627, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9032257795333862, 'speed_reliable_ratio': 0.9618768328445748, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001200_001500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001200_001500\00_f1200_1500\final_event_scorevote.txt,Normal,0.86,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 722.803611824289, 'Congestion': 117.19638817571104}","{'density_mean': 0.5289053320884705, 'speed_mean': 8.11760139465332, 'occupancy_mean': 0.007934804074466228, 'ego_motion': 0.13828901946544647, 'static_dwell_norm': 0.6895578503608704, 'static_change_focus': 0.13828901946544647, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.294280529022217, 'speed_reliable_ratio': 0.9584870848708487, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001300_001600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001300_001600\00_f1300_1600\final_event_scorevote.txt,Normal,0.86,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 722.6513656130992, 'Congestion': 117.34863438690081}","{'density_mean': 0.5445268750190735, 'speed_mean': 9.036932945251465, 'occupancy_mean': 0.008435085415840149, 'ego_motion': 0.14730121195316315, 'static_dwell_norm': 0.7126277685165405, 'static_change_focus': 0.14730121195316315, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.4341373443603516, 'speed_reliable_ratio': 0.9675324675324676, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001400_001700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001400_001700\00_f1400_1700\final_event_scorevote.txt,Normal,0.896,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 752.2703351383097, 'Congestion': 87.72966486169025}","{'density_mean': 0.5389999747276306, 'speed_mean': 9.736705780029297, 'occupancy_mean': 0.008083055727183819, 'ego_motion': 0.1629861295223236, 'static_dwell_norm': 0.766712486743927, 'static_change_focus': 0.1629861295223236, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.3259999752044678, 'speed_reliable_ratio': 0.96, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001500_001800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001500_001800\00_f1500_1800\final_event_scorevote.txt,Normal,0.922,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 774.1877820817754, 'Congestion': 65.81221791822463}","{'density_mean': 0.49402934312820435, 'speed_mean': 9.014849662780762, 'occupancy_mean': 0.00625346414744854, 'ego_motion': 0.14462614059448242, 'static_dwell_norm': 0.8426048159599304, 'static_change_focus': 0.14462614059448242, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8188331127166748, 'speed_reliable_ratio': 0.9641760491299898, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001600_001900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001600_001900\00_f1600_1900\final_event_scorevote.txt,Normal,0.94,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 789.6511987634003, 'Congestion': 50.348801236599684}","{'density_mean': 0.4770198166370392, 'speed_mean': 8.023422241210938, 'occupancy_mean': 0.006630052346736193, 'ego_motion': 0.12753044068813324, 'static_dwell_norm': 0.869124174118042, 'static_change_focus': 0.12753044068813324, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9346879720687866, 'speed_reliable_ratio': 0.9680696661828737, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001700_002000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001700_002000\00_f1700_2000\final_event_scorevote.txt,Normal,0.935,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 785.4946049996652, 'Congestion': 54.50539500033483}","{'density_mean': 0.4519331455230713, 'speed_mean': 7.977843284606934, 'occupancy_mean': 0.006550786551088095, 'ego_motion': 0.10668385773897171, 'static_dwell_norm': 0.8475033640861511, 'static_change_focus': 0.10668385773897171, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9122257232666016, 'speed_reliable_ratio': 0.9592476489028213, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001800_002100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001800_002100\00_f1800_2100\final_event_scorevote.txt,Normal,0.94,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 789.5362665611319, 'Congestion': 50.463733438868076}","{'density_mean': 0.47325101494789124, 'speed_mean': 8.607888221740723, 'occupancy_mean': 0.007622054778039455, 'ego_motion': 0.10989511758089066, 'static_dwell_norm': 0.7954674363136292, 'static_change_focus': 0.10989511758089066, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.2160494327545166, 'speed_reliable_ratio': 0.9526748971193416, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,001900_002200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\001900_002200\00_f1900_2200\final_event_scorevote.txt,Normal,0.944,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 792.6204601926729, 'Congestion': 47.37953980732709}","{'density_mean': 0.45296168327331543, 'speed_mean': 8.544360160827637, 'occupancy_mean': 0.0058747269213199615, 'ego_motion': 0.12730984389781952, 'static_dwell_norm': 0.7153259515762329, 'static_change_focus': 0.12730984389781952, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.716027855873108, 'speed_reliable_ratio': 0.9599303135888502, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002000_002300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002000_002300\00_f2000_2300\final_event_scorevote.txt,Normal,0.912,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 765.824971483089, 'Congestion': 74.17502851691097}","{'density_mean': 0.4589436650276184, 'speed_mean': 6.375627517700195, 'occupancy_mean': 0.006215411238372326, 'ego_motion': 0.14406903088092804, 'static_dwell_norm': 0.7768273949623108, 'static_change_focus': 0.14406903088092804, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8055925369262695, 'speed_reliable_ratio': 0.9573901464713716, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002100_002400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002100_002400\00_f2100_2400\final_event_scorevote.txt,Normal,0.899,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 754.91808490525, 'Congestion': 85.08191509475}","{'density_mean': 0.4595237970352173, 'speed_mean': 6.151599407196045, 'occupancy_mean': 0.0066286977380514145, 'ego_motion': 0.13162575662136078, 'static_dwell_norm': 0.8052957057952881, 'static_change_focus': 0.13162575662136078, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.9249999523162842, 'speed_reliable_ratio': 0.955952380952381, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002200_002500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002200_002500\00_f2200_2500\final_event_scorevote.txt,Normal,0.895,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 751.986963468371, 'Congestion': 88.01303653162904}","{'density_mean': 0.47058823704719543, 'speed_mean': 6.22334623336792, 'occupancy_mean': 0.007401798386126757, 'ego_motion': 0.12298747897148132, 'static_dwell_norm': 0.7621565461158752, 'static_change_focus': 0.12298747897148132, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.1384804248809814, 'speed_reliable_ratio': 0.9509803921568627, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002300_002600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002300_002600\00_f2300_2600\final_event_scorevote.txt,Normal,0.928,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 779.2359478035942, 'Congestion': 60.76405219640583}","{'density_mean': 0.49065038561820984, 'speed_mean': 8.40830135345459, 'occupancy_mean': 0.007090187165886164, 'ego_motion': 0.14659197628498077, 'static_dwell_norm': 0.7402427792549133, 'static_change_focus': 0.14659197628498077, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0512194633483887, 'speed_reliable_ratio': 0.9512195121951219, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002400_002700,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002400_002700\00_f2400_2700\final_event_scorevote.txt,Normal,0.919,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 771.8288853268605, 'Congestion': 68.17111467313953}","{'density_mean': 0.5049505233764648, 'speed_mean': 8.859548568725586, 'occupancy_mean': 0.007039241958409548, 'ego_motion': 0.15985262393951416, 'static_dwell_norm': 0.7360594868659973, 'static_change_focus': 0.15985262393951416, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.038503885269165, 'speed_reliable_ratio': 0.9559955995599559, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002500_002800,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002500_002800\00_f2500_2800\final_event_scorevote.txt,Normal,0.904,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 759.2810908653773, 'Congestion': 80.71890913462266}","{'density_mean': 0.5272727012634277, 'speed_mean': 8.750910758972168, 'occupancy_mean': 0.00803382694721222, 'ego_motion': 0.1446159929037094, 'static_dwell_norm': 0.7497774362564087, 'static_change_focus': 0.1446159929037094, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.3368983268737793, 'speed_reliable_ratio': 0.9614973262032086, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002600_002900,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002600_002900\00_f2600_2900\final_event_scorevote.txt,Normal,0.897,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 753.1851330546197, 'Congestion': 86.81486694538034}","{'density_mean': 0.49882352352142334, 'speed_mean': 8.000370979309082, 'occupancy_mean': 0.007402774412184954, 'ego_motion': 0.12344134598970413, 'static_dwell_norm': 0.6510090231895447, 'static_change_focus': 0.12344134598970413, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.149411678314209, 'speed_reliable_ratio': 0.9505882352941176, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002700_003000,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002700_003000\00_f2700_3000\final_event_scorevote.txt,Normal,0.898,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 754.1255140732974, 'Congestion': 85.87448592670262}","{'density_mean': 0.5308057069778442, 'speed_mean': 8.172114372253418, 'occupancy_mean': 0.007569554261863232, 'ego_motion': 0.11485524475574493, 'static_dwell_norm': 0.572676420211792, 'static_change_focus': 0.11485524475574493, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.187203884124756, 'speed_reliable_ratio': 0.9466824644549763, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002800_003100,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002800_003100\00_f2800_3100\final_event_scorevote.txt,Normal,0.9,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 755.6778148552403, 'Congestion': 84.32218514475971}","{'density_mean': 0.5058380365371704, 'speed_mean': 8.240715026855469, 'occupancy_mean': 0.00649811327457428, 'ego_motion': 0.10937228053808212, 'static_dwell_norm': 0.6430920958518982, 'static_change_focus': 0.10937228053808212, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 1.8689265251159668, 'speed_reliable_ratio': 0.9491525423728814, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,002900_003200,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\002900_003200\00_f2900_3200\final_event_scorevote.txt,Normal,0.909,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 763.2131368238479, 'Congestion': 76.78686317615211}","{'density_mean': 0.5306047201156616, 'speed_mean': 9.37118148803711, 'occupancy_mean': 0.00731705455109477, 'ego_motion': 0.12476928532123566, 'static_dwell_norm': 0.7421337366104126, 'static_change_focus': 0.12476928532123566, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.11061954498291, 'speed_reliable_ratio': 0.9546460176991151, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,003000_003300,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\003000_003300\00_f3000_3300\final_event_scorevote.txt,Normal,0.91,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 764.3172183504794, 'Congestion': 75.68278164952062}","{'density_mean': 0.48986485600471497, 'speed_mean': 9.660528182983398, 'occupancy_mean': 0.00747882341966033, 'ego_motion': 0.13419322669506073, 'static_dwell_norm': 0.7938444018363953, 'static_change_focus': 0.13419322669506073, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.167792797088623, 'speed_reliable_ratio': 0.9470720720720721, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,003100_003400,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\003100_003400\00_f3100_3400\final_event_scorevote.txt,Normal,0.913,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 767.3070980985649, 'Congestion': 72.6929019014351}","{'density_mean': 0.4965546727180481, 'speed_mean': 9.109122276306152, 'occupancy_mean': 0.007588829379528761, 'ego_motion': 0.12446369230747223, 'static_dwell_norm': 0.7854804396629333, 'static_change_focus': 0.12446369230747223, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.200258493423462, 'speed_reliable_ratio': 0.9457364341085271, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,003200_003500,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\003200_003500\00_f3200_3500\final_event_scorevote.txt,Normal,0.909,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 763.3622988550924, 'Congestion': 76.63770114490762}","{'density_mean': 0.48469388484954834, 'speed_mean': 8.852459907531738, 'occupancy_mean': 0.00722506595775485, 'ego_motion': 0.12515272200107574, 'static_dwell_norm': 0.7720680236816406, 'static_change_focus': 0.12515272200107574, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0943877696990967, 'speed_reliable_ratio': 0.9502551020408163, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
00,003300_003600,D:\연구실\new_hitmap_ver\src\out_bev_ranges\00\003300_003600\00_f3300_3600\final_event_scorevote.txt,Normal,0.89,28.0,840.0,Normal,0.03,6.0,"{'Empty': 0.0, 'Normal': 747.5584257286973, 'Congestion': 92.44157427130267}","{'density_mean': 0.5126625895500183, 'speed_mean': 8.49876594543457, 'occupancy_mean': 0.007234611082822084, 'ego_motion': 0.1212298795580864, 'static_dwell_norm': 0.6812184453010559, 'static_change_focus': 0.1212298795580864, 'occlusion_score': 0.0, 'congestion_score': 0.0, 'speed_samples_mean': 2.0882956981658936, 'speed_reliable_ratio': 0.9476386036960985, 'ego_speed_mean': None, 'speed_ratio': None, 'speed_std_mean': None, 'occlusion_like': 0.0, 'empty_like': 0.0}","0.5,0.3,0.2"
